line_no, Core 0 lines , Core 1 lines
486 , 134 , 142
487 , 81 , 0
488 , 106 , 68
489 , 62 , 44
490 , 26 , 74
491 , 68 , 0
492 , 43 , 53
493 , 87 , 87
494 , 174 , 46
495 , 73 , 76
496 , 234 , 52
497 , 40 , 49
498 , 120 , 28
499 , 97 , 42
500 , 0 , 193
501 , 171 , 192
502 , 84 , 34
503 , 94 , 0
504 , 115 , 33
505 , 68 , 71
506 , 96 , 0
507 , 59 , 23
508 , 76 , 251
509 , 0 , 94
510 , 33 , 32
511 , 0 , 58
512 , 110 , 83
513 , 42 , 171
514 , 78 , 66
515 , 30 , 33
516 , 140 , 105
517 , 133 , 82
518 , 100 , 15
519 , 0 , 86
520 , 149 , 128
521 , 0 , 181
522 , 134 , 70
523 , 57 , 24
524 , 167 , 112
525 , 122 , 0
526 , 75 , 120
527 , 60 , 241
528 , 127 , 67
529 , 0 , 163
530 , 44 , 0
531 , 157 , 98
532 , 101 , 190
533 , 0 , 126
534 , 135 , 83
535 , 82 , 98
536 , 124 , 217
537 , 0 , 0
538 , 271 , 0
539 , 73 , 34
540 , 0 , 90
541 , 0 , 71
542 , 97 , 217
543 , 79 , 0
544 , 102 , 146
545 , 0 , 25
546 , 233 , 109
547 , 0 , 123
548 , 83 , 88
549 , 325 , 0
550 , 209 , 112
551 , 0 , 109
552 , 52 , 41
553 , 57 , 115
554 , 74 , 44
555 , 28 , 156
556 , 44 , 104
557 , 108 , 0
558 , 16 , 258
559 , 113 , 59
560 , 162 , 113
561 , 99 , 92
562 , 21 , 73
563 , 88 , 43
564 , 0 , 137
565 , 125 , 143
566 , 0 , 13
567 , 0 , 120
568 , 166 , 0
569 , 92 , 63
570 , 71 , 140
571 , 42 , 47
572 , 30 , 33
573 , 69 , 71
574 , 78 , 178
575 , 86 , 114
576 , 98 , 43
577 , 32 , 60
578 , 52 , 18
579 , 83 , 39
580 , 104 , 81
581 , 0 , 0
582 , 111 , 18
583 , 90 , 56
584 , 90 , 0
585 , 116 , 0
586 , 114 , 158
587 , 48 , 45
588 , 34 , 102
589 , 113 , 126
590 , 28 , 78
591 , 104 , 0
592 , 38 , 77
593 , 91 , 60
594 , 37 , 36
595 , 249 , 71
596 , 159 , 158
597 , 73 , 126
598 , 40 , 85
599 , 179 , 48
600 , 74 , 63
601 , 161 , 21
602 , 135 , 76
603 , 21 , 97
604 , 18 , 38
605 , 140 , 63
606 , 160 , 212
607 , 0 , 28
608 , 104 , 52
609 , 163 , 0
610 , 93 , 38
611 , 99 , 208
612 , 0 , 60
613 , 20 , 58
614 , 146 , 126
615 , 0 , 180
616 , 24 , 228
617 , 0 , 0
618 , 96 , 73
619 , 0 , 50
620 , 0 , 0
621 , 0 , 58
622 , 162 , 144
623 , 146 , 167
624 , 29 , 0
625 , 250 , 0
626 , 82 , 56
627 , 0 , 49
628 , 0 , 0
629 , 134 , 116
630 , 0 , 57
631 , 37 , 69
632 , 25 , 73
633 , 28 , 89
634 , 68 , 164
635 , 119 , 30
636 , 74 , 17
637 , 341 , 0
638 , 51 , 160
639 , 87 , 35
640 , 0 , 108
641 , 0 , 72
642 , 83 , 70
643 , 97 , 76
644 , 127 , 78
645 , 107 , 56
646 , 0 , 40
647 , 0 , 40
648 , 151 , 216
649 , 72 , 155
650 , 40 , 0
651 , 78 , 95
652 , 94 , 20
653 , 0 , 0
654 , 62 , 166
655 , 96 , 45
656 , 63 , 47
657 , 106 , 0
658 , 228 , 41
659 , 0 , 142
660 , 0 , 59
661 , 280 , 133
662 , 31 , 0
663 , 85 , 60
664 , 36 , 30
665 , 54 , 41
666 , 64 , 104
667 , 76 , 19
668 , 89 , 54
669 , 133 , 114
670 , 84 , 57
671 , 78 , 110
672 , 70 , 83
673 , 69 , 33
674 , 0 , 30
675 , 302 , 68
676 , 0 , 0
677 , 103 , 46
678 , 0 , 69
679 , 56 , 35
680 , 52 , 79
681 , 116 , 60
682 , 141 , 0
683 , 78 , 103
684 , 41 , 136
685 , 263 , 0
686 , 54 , 68
687 , 153 , 80
688 , 98 , 43
689 , 0 , 0
690 , 0 , 0
691 , 207 , 90
692 , 86 , 171
693 , 33 , 142
694 , 150 , 110
695 , 42 , 114
696 , 29 , 71
697 , 57 , 0
698 , 187 , 106
699 , 100 , 202
700 , 75 , 85
701 , 171 , 289
702 , 91 , 39
703 , 30 , 82
704 , 81 , 77
705 , 138 , 0
706 , 0 , 49
707 , 153 , 62
708 , 0 , 0
709 , 49 , 88
710 , 0 , 65
711 , 85 , 26
712 , 37 , 91
713 , 101 , 0
714 , 89 , 105
715 , 140 , 62
716 , 114 , 41
717 , 206 , 58
718 , 0 , 154
719 , 154 , 38
720 , 223 , 81
721 , 93 , 36
722 , 100 , 86
723 , 35 , 104
724 , 0 , 57
725 , 55 , 102
726 , 0 , 26
727 , 28 , 107
728 , 173 , 89
729 , 57 , 81
730 , 112 , 14
731 , 135 , 0
732 , 76 , 179
733 , 239 , 65
734 , 97 , 139
735 , 30 , 54
736 , 0 , 88
737 , 118 , 54
738 , 98 , 24
739 , 0 , 0
740 , 0 , 130
741 , 131 , 35
742 , 0 , 58
743 , 74 , 121
744 , 90 , 57
745 , 27 , 26
746 , 39 , 29
747 , 188 , 147
748 , 53 , 41
749 , 165 , 101
750 , 27 , 40
751 , 149 , 0
752 , 0 , 73
753 , 157 , 211
754 , 0 , 71
755 , 70 , 53
756 , 130 , 0
757 , 0 , 110
758 , 59 , 52
759 , 192 , 74
760 , 77 , 203
761 , 184 , 98
762 , 70 , 51
763 , 163 , 153
764 , 75 , 157
765 , 0 , 60
766 , 44 , 93
767 , 26 , 87
768 , 74 , 27
769 , 0 , 0
770 , 223 , 141
771 , 54 , 0
772 , 53 , 0
773 , 72 , 13
774 , 158 , 35
775 , 62 , 148
776 , 150 , 54
777 , 88 , 108
778 , 235 , 48
779 , 105 , 105
780 , 84 , 0
781 , 64 , 333
782 , 47 , 53
783 , 231 , 75
784 , 56 , 110
785 , 49 , 0
786 , 66 , 0
787 , 161 , 161
788 , 86 , 0
789 , 205 , 172
790 , 0 , 16
791 , 51 , 45
792 , 0 , 30
793 , 95 , 70
794 , 206 , 68
795 , 30 , 61
796 , 52 , 101
797 , 0 , 355
798 , 65 , 72
799 , 70 , 38
800 , 83 , 36
801 , 79 , 96
802 , 196 , 0
803 , 0 , 155
804 , 0 , 127
805 , 70 , 75
806 , 75 , 174
807 , 137 , 33
808 , 0 , 83
809 , 142 , 106
810 , 0 , 96
811 , 0 , 153
812 , 48 , 142
813 , 159 , 92
814 , 66 , 59
815 , 243 , 43
816 , 261 , 160
817 , 131 , 62
818 , 193 , 26
819 , 32 , 61
820 , 183 , 83
821 , 176 , 177
822 , 195 , 43
823 , 103 , 181
824 , 74 , 169
825 , 153 , 59
826 , 29 , 0
827 , 69 , 64
828 , 37 , 115
829 , 89 , 41
830 , 103 , 62
831 , 62 , 42
832 , 67 , 86
833 , 0 , 0
834 , 0 , 91
835 , 164 , 158
836 , 0 , 218
837 , 64 , 40
838 , 37 , 102
839 , 39 , 213
840 , 126 , 69
841 , 86 , 0
842 , 50 , 45
843 , 78 , 54
844 , 51 , 94
845 , 118 , 0
846 , 43 , 81
847 , 191 , 61
848 , 163 , 87
849 , 106 , 133
850 , 80 , 236
851 , 0 , 0
852 , 0 , 0
853 , 49 , 88
854 , 54 , 121
855 , 100 , 152
856 , 176 , 0
857 , 24 , 78
858 , 56 , 108
859 , 50 , 105
860 , 0 , 28
861 , 0 , 45
862 , 0 , 140
863 , 77 , 22
864 , 62 , 97
865 , 71 , 52
866 , 0 , 49
867 , 25 , 0
868 , 0 , 0
869 , 42 , 68
870 , 184 , 133
871 , 28 , 32
872 , 79 , 0
873 , 0 , 73
874 , 49 , 209
875 , 193 , 0
876 , 39 , 92
877 , 164 , 0
878 , 112 , 30
879 , 239 , 101
880 , 35 , 56
881 , 59 , 24
882 , 135 , 226
883 , 132 , 114
884 , 79 , 168
885 , 99 , 51
886 , 37 , 31
887 , 93 , 148
888 , 41 , 181
889 , 27 , 188
890 , 170 , 295
891 , 139 , 103
892 , 144 , 0
893 , 0 , 0
894 , 36 , 116
895 , 109 , 0
896 , 69 , 119
897 , 91 , 72
898 , 182 , 0
899 , 90 , 100
900 , 0 , 0
901 , 124 , 73
902 , 44 , 35
903 , 36 , 52
904 , 52 , 37
905 , 34 , 113
906 , 86 , 38
907 , 102 , 42
908 , 138 , 0
909 , 79 , 128
910 , 173 , 107
911 , 55 , 119
912 , 112 , 64
913 , 84 , 50
914 , 117 , 29
915 , 76 , 95
916 , 104 , 0
917 , 82 , 76
918 , 115 , 0
919 , 45 , 0
920 , 26 , 137
921 , 31 , 37
922 , 88 , 60
923 , 58 , 0
924 , 0 , 30
925 , 0 , 53
926 , 0 , 45
927 , 88 , 107
928 , 33 , 115
929 , 99 , 144
930 , 45 , 89
931 , 37 , 56
932 , 0 , 0
933 , 166 , 36
934 , 114 , 78
935 , 44 , 53
936 , 105 , 132
937 , 72 , 116
938 , 34 , 81
939 , 33 , 36
940 , 0 , 323
941 , 100 , 0
942 , 24 , 46
943 , 70 , 114
944 , 25 , 112
945 , 0 , 7
946 , 87 , 53
947 , 39 , 73
948 , 0 , 0
949 , 24 , 0
950 , 73 , 117
951 , 89 , 36
952 , 35 , 54
953 , 72 , 52
954 , 89 , 39
955 , 0 , 61
956 , 39 , 32
957 , 120 , 144
958 , 77 , 74
959 , 89 , 149
960 , 162 , 126
961 , 76 , 151
962 , 80 , 118
963 , 89 , 79
964 , 81 , 83
965 , 33 , 114
966 , 135 , 96
967 , 0 , 18
968 , 0 , 70
969 , 65 , 116
970 , 175 , 41
971 , 159 , 0
972 , 150 , 76
973 , 70 , 53
974 , 0 , 80
975 , 26 , 90
976 , 71 , 275
977 , 30 , 52
978 , 92 , 104
979 , 91 , 11
980 , 76 , 0
981 , 170 , 0
982 , 56 , 102
983 , 94 , 93
984 , 0 , 83
985 , 87 , 122
986 , 71 , 183
987 , 71 , 40
988 , 24 , 94
989 , 0 , 0
990 , 29 , 50
991 , 193 , 195
992 , 97 , 0
993 , 38 , 67
994 , 129 , 67
995 , 129 , 143
996 , 0 , 84
997 , 89 , 73
998 , 148 , 107
999 , 84 , 154
1000 , 36 , 72
1001 , 41 , 31
1002 , 276 , 44
1003 , 63 , 44
1004 , 23 , 89
1005 , 0 , 74
1006 , 43 , 63
1007 , 52 , 150
1008 , 100 , 24
1009 , 243 , 64
1010 , 97 , 33
1011 , 61 , 170
1012 , 0 , 0
1013 , 92 , 0
1014 , 97 , 102
1015 , 118 , 81
1016 , 50 , 53
1017 , 33 , 29
1018 , 36 , 98
1019 , 49 , 209
1020 , 113 , 137
1021 , 148 , 0
1022 , 87 , 87
1023 , 69 , 47
1024 , 151 , 92
1025 , 122 , 0
1026 , 79 , 124
1027 , 40 , 19
1028 , 80 , 0
1029 , 34 , 0
1030 , 106 , 97
1031 , 72 , 54
1032 , 86 , 33
1033 , 154 , 58
1034 , 0 , 0
1035 , 174 , 100
1036 , 71 , 40
1037 , 157 , 68
1038 , 61 , 66
1039 , 51 , 0
1040 , 80 , 80
1041 , 72 , 61
1042 , 39 , 142
1043 , 0 , 57
1044 , 84 , 118
1045 , 169 , 133
1046 , 36 , 121
1047 , 38 , 55
1048 , 35 , 28
1049 , 33 , 110
1050 , 153 , 78
1051 , 78 , 116
1052 , 25 , 94
1053 , 78 , 0
1054 , 158 , 159
1055 , 59 , 19
1056 , 64 , 104
1057 , 72 , 40
1058 , 35 , 98
1059 , 37 , 0
1060 , 0 , 425
1061 , 113 , 78
1062 , 132 , 67
1063 , 107 , 71
1064 , 175 , 30
1065 , 95 , 51
1066 , 55 , 35
1067 , 63 , 53
1068 , 0 , 23
1069 , 106 , 245
1070 , 78 , 64
1071 , 64 , 48
1072 , 0 , 58
1073 , 82 , 32
1074 , 0 , 27
1075 , 74 , 0
1076 , 73 , 83
1077 , 71 , 0
1078 , 25 , 91
1079 , 71 , 15
1080 , 69 , 60
1081 , 42 , 59
1082 , 155 , 77
1083 , 118 , 56
1084 , 147 , 66
1085 , 0 , 84
1086 , 62 , 74
1087 , 25 , 0
1088 , 137 , 100
1089 , 115 , 0
1090 , 0 , 48
1091 , 45 , 201
1092 , 0 , 0
1093 , 91 , 82
1094 , 88 , 49
1095 , 115 , 110
1096 , 232 , 30
1097 , 122 , 0
1098 , 182 , 106
1099 , 75 , 60
1100 , 109 , 65
1101 , 164 , 59
1102 , 65 , 66
1103 , 101 , 0
1104 , 33 , 32
1105 , 56 , 19
1106 , 104 , 104
1107 , 88 , 61
1108 , 194 , 0
1109 , 132 , 16
1110 , 78 , 115
1111 , 61 , 202
1112 , 172 , 42
1113 , 29 , 46
1114 , 38 , 0
1115 , 73 , 53
1116 , 58 , 102
1117 , 80 , 88
1118 , 45 , 0
1119 , 21 , 46
1120 , 128 , 0
1121 , 124 , 151
1122 , 52 , 75
1123 , 119 , 54
1124 , 104 , 82
1125 , 41 , 31
1126 , 28 , 36
1127 , 117 , 143
1128 , 99 , 0
1129 , 132 , 100
1130 , 36 , 77
1131 , 0 , 49
1132 , 47 , 127
1133 , 0 , 85
1134 , 31 , 0
1135 , 75 , 157
1136 , 142 , 131
1137 , 101 , 124
1138 , 81 , 152
1139 , 88 , 86
1140 , 0 , 0
1141 , 114 , 0
1142 , 63 , 24
1143 , 0 , 64
1144 , 113 , 179
1145 , 0 , 70
1146 , 47 , 172
1147 , 39 , 66
1148 , 39 , 96
1149 , 0 , 73
1150 , 36 , 115
1151 , 22 , 147
1152 , 54 , 74
1153 , 127 , 32
1154 , 0 , 79
1155 , 0 , 33
1156 , 108 , 79
1157 , 55 , 162
1158 , 56 , 70
1159 , 48 , 21
1160 , 75 , 30
1161 , 89 , 32
1162 , 152 , 191
1163 , 0 , 121
1164 , 105 , 120
1165 , 0 , 169
1166 , 81 , 34
1167 , 112 , 79
1168 , 134 , 39
1169 , 74 , 105
1170 , 0 , 166
1171 , 60 , 51
1172 , 139 , 0
1173 , 123 , 0
1174 , 89 , 109
1175 , 29 , 98
1176 , 0 , 71
1177 , 162 , 267
1178 , 35 , 72
1179 , 0 , 46
1180 , 223 , 87
1181 , 68 , 140
1182 , 70 , 174
1183 , 63 , 159
1184 , 117 , 89
1185 , 21 , 25
1186 , 0 , 78
1187 , 54 , 0
1188 , 67 , 134
1189 , 39 , 39
1190 , 69 , 70
1191 , 134 , 108
1192 , 56 , 48
1193 , 33 , 0
1194 , 0 , 40
1195 , 74 , 86
1196 , 33 , 75
1197 , 76 , 0
1198 , 50 , 37
1199 , 76 , 19
1200 , 150 , 0
1201 , 237 , 0
1202 , 113 , 49
1203 , 92 , 65
1204 , 0 , 0
1205 , 73 , 141
1206 , 80 , 43
1207 , 83 , 0
1208 , 128 , 37
1209 , 59 , 55
1210 , 114 , 174
1211 , 117 , 26
1212 , 38 , 96
1213 , 100 , 52
1214 , 76 , 114
1215 , 69 , 48
1216 , 74 , 40
1217 , 248 , 82
1218 , 61 , 130
1219 , 78 , 115
1220 , 0 , 88
1221 , 75 , 0
1222 , 77 , 115
1223 , 136 , 123
1224 , 67 , 46
1225 , 52 , 141
1226 , 66 , 0
1227 , 25 , 138
1228 , 0 , 80
1229 , 236 , 324
1230 , 30 , 22
1231 , 0 , 11
1232 , 30 , 187
1233 , 92 , 49
1234 , 26 , 173
1235 , 134 , 160
1236 , 68 , 0
1237 , 79 , 0
1238 , 33 , 30
1239 , 155 , 0
1240 , 51 , 53
1241 , 0 , 76
1242 , 34 , 103
1243 , 0 , 88
1244 , 53 , 136
1245 , 96 , 0
1246 , 91 , 82
1247 , 84 , 26
1248 , 67 , 108
1249 , 117 , 64
1250 , 38 , 141
1251 , 79 , 0
1252 , 62 , 147
1253 , 48 , 96
1254 , 129 , 35
1255 , 39 , 111
1256 , 38 , 64
1257 , 78 , 97
1258 , 157 , 24
1259 , 141 , 46
1260 , 37 , 74
1261 , 128 , 254
1262 , 138 , 34
1263 , 65 , 72
1264 , 190 , 58
1265 , 88 , 72
1266 , 108 , 103
1267 , 118 , 198
1268 , 115 , 88
1269 , 125 , 37
1270 , 46 , 180
1271 , 30 , 48
1272 , 66 , 140
1273 , 194 , 0
1274 , 137 , 33
1275 , 44 , 0
1276 , 166 , 0
1277 , 98 , 267
1278 , 16 , 57
1279 , 121 , 45
1280 , 151 , 72
1281 , 27 , 0
1282 , 71 , 26
1283 , 158 , 149
1284 , 0 , 245
1285 , 83 , 51
1286 , 0 , 84
1287 , 20 , 21
1288 , 29 , 28
1289 , 81 , 34
1290 , 23 , 97
1291 , 56 , 0
1292 , 69 , 133
1293 , 0 , 0
1294 , 162 , 58
1295 , 35 , 56
1296 , 208 , 157
1297 , 68 , 0
1298 , 54 , 160
1299 , 55 , 82
1300 , 237 , 0
1301 , 51 , 38
1302 , 60 , 43
1303 , 41 , 0
1304 , 103 , 108
1305 , 69 , 61
1306 , 32 , 213
1307 , 27 , 68
1308 , 0 , 0
1309 , 154 , 0
1310 , 112 , 124
1311 , 77 , 87
1312 , 139 , 46
1313 , 0 , 147
1314 , 74 , 83
1315 , 81 , 95
1316 , 65 , 211
1317 , 142 , 100
1318 , 31 , 30
1319 , 105 , 189
1320 , 34 , 31
1321 , 131 , 69
1322 , 67 , 0
1323 , 0 , 280
1324 , 66 , 70
1325 , 0 , 0
1326 , 171 , 166
1327 , 96 , 0
1328 , 87 , 158
1329 , 0 , 0
1330 , 0 , 93
1331 , 0 , 142
1332 , 118 , 101
1333 , 0 , 41
1334 , 150 , 279
1335 , 119 , 49
1336 , 114 , 79
1337 , 98 , 75
1338 , 121 , 0
1339 , 107 , 33
1340 , 116 , 93
1341 , 74 , 0
1342 , 27 , 94
1343 , 77 , 122
1344 , 0 , 80
1345 , 67 , 78
1346 , 45 , 0
1347 , 184 , 20
1348 , 116 , 127
1349 , 89 , 39
1350 , 45 , 23
1351 , 18 , 172
1352 , 114 , 98
1353 , 0 , 46
1354 , 256 , 77
1355 , 132 , 121
1356 , 0 , 143
1357 , 224 , 0
1358 , 75 , 0
1359 , 68 , 44
