line_no, Core 0 lines , Core 1 lines
625 , 89 , 0
626 , 38 , 26
627 , 0 , 22
628 , 0 , 0
629 , 86 , 78
630 , 0 , 40
631 , 10 , 31
632 , 19 , 20
633 , 16 , 42
634 , 58 , 84
635 , 114 , 20
636 , 53 , 23
637 , 195 , 0
638 , 38 , 83
639 , 36 , 20
640 , 0 , 39
641 , 0 , 51
642 , 57 , 60
643 , 64 , 41
644 , 75 , 41
645 , 92 , 13
646 , 0 , 23
647 , 0 , 19
648 , 96 , 101
649 , 23 , 81
650 , 24 , 0
651 , 11 , 67
652 , 80 , 20
653 , 0 , 0
654 , 59 , 92
655 , 61 , 21
656 , 28 , 21
657 , 77 , 0
658 , 102 , 22
659 , 0 , 76
660 , 0 , 30
661 , 138 , 57
662 , 10 , 0
663 , 80 , 29
664 , 13 , 10
665 , 27 , 9
666 , 17 , 32
667 , 35 , 12
668 , 65 , 9
669 , 88 , 46
670 , 37 , 12
671 , 26 , 53
672 , 53 , 57
673 , 36 , 18
674 , 0 , 13
675 , 184 , 27
676 , 0 , 0
677 , 55 , 23
678 , 0 , 33
679 , 44 , 35
680 , 2 , 36
681 , 71 , 90
682 , 66 , 0
683 , 65 , 41
684 , 23 , 69
685 , 202 , 0
686 , 18 , 33
687 , 80 , 37
688 , 56 , 35
689 , 0 , 0
690 , 0 , 0
691 , 116 , 58
692 , 32 , 104
693 , 12 , 44
694 , 62 , 69
695 , 26 , 65
696 , 26 , 35
697 , 52 , 0
698 , 78 , 64
699 , 43 , 106
700 , 33 , 43
701 , 51 , 135
702 , 36 , 31
703 , 34 , 33
704 , 30 , 35
705 , 114 , 0
706 , 0 , 7
707 , 105 , 25
708 , 0 , 0
709 , 54 , 81
710 , 0 , 83
711 , 37 , 17
712 , 50 , 85
713 , 69 , 0
714 , 57 , 82
715 , 95 , 60
716 , 76 , 16
717 , 84 , 44
718 , 0 , 52
719 , 64 , 20
720 , 149 , 41
721 , 83 , 32
722 , 59 , 53
723 , 25 , 70
724 , 0 , 52
725 , 41 , 52
726 , 0 , 16
727 , 5 , 72
728 , 113 , 74
729 , 50 , 29
730 , 107 , 33
731 , 96 , 0
732 , 62 , 95
733 , 127 , 41
734 , 51 , 75
735 , 26 , 64
736 , 0 , 43
737 , 44 , 31
738 , 29 , 22
739 , 0 , 0
740 , 0 , 92
741 , 56 , 31
742 , 0 , 57
743 , 55 , 75
744 , 35 , 14
745 , 15 , 19
746 , 13 , 13
747 , 80 , 67
748 , 15 , 15
749 , 65 , 46
750 , 24 , 17
751 , 95 , 0
752 , 0 , 49
753 , 76 , 124
754 , 0 , 30
755 , 22 , 38
756 , 102 , 0
757 , 0 , 122
758 , 36 , 54
759 , 93 , 67
760 , 72 , 105
761 , 122 , 53
762 , 52 , 32
763 , 95 , 75
764 , 45 , 81
765 , 0 , 36
766 , 34 , 59
767 , 20 , 55
768 , 40 , 19
769 , 0 , 0
770 , 125 , 112
771 , 36 , 0
772 , 34 , 0
773 , 28 , 9
774 , 81 , 26
775 , 28 , 84
776 , 117 , 54
777 , 55 , 85
778 , 165 , 19
779 , 60 , 77
780 , 45 , 0
781 , 33 , 148
782 , 33 , 44
783 , 115 , 28
784 , 22 , 37
785 , 11 , 0
786 , 16 , 0
787 , 84 , 87
788 , 37 , 0
789 , 103 , 113
790 , 0 , 17
791 , 31 , 15
792 , 0 , 25
793 , 43 , 24
794 , 86 , 43
795 , 11 , 33
796 , 27 , 39
797 , 0 , 184
798 , 59 , 64
799 , 48 , 15
800 , 34 , 19
801 , 36 , 79
802 , 85 , 0
803 , 0 , 79
804 , 0 , 79
805 , 53 , 11
806 , 56 , 104
807 , 81 , 23
808 , 0 , 72
809 , 79 , 65
810 , 0 , 52
811 , 0 , 93
812 , 15 , 80
813 , 73 , 53
814 , 52 , 35
815 , 128 , 24
816 , 123 , 130
817 , 48 , 40
818 , 96 , 21
819 , 15 , 18
820 , 69 , 47
821 , 89 , 82
822 , 45 , 15
823 , 59 , 114
824 , 55 , 52
825 , 47 , 22
826 , 28 , 0
827 , 62 , 35
828 , 22 , 50
829 , 39 , 31
830 , 98 , 39
831 , 39 , 35
832 , 29 , 59
833 , 0 , 0
834 , 0 , 42
835 , 88 , 76
836 , 0 , 110
837 , 31 , 7
838 , 33 , 86
839 , 21 , 87
840 , 65 , 59
841 , 34 , 0
842 , 12 , 69
843 , 21 , 35
844 , 41 , 37
845 , 72 , 0
846 , 15 , 41
847 , 131 , 33
848 , 93 , 33
849 , 55 , 64
850 , 67 , 72
851 , 0 , 0
852 , 0 , 0
853 , 57 , 75
854 , 15 , 114
855 , 48 , 49
856 , 91 , 0
857 , 23 , 35
858 , 34 , 74
859 , 7 , 26
860 , 0 , 23
861 , 0 , 35
862 , 0 , 71
863 , 45 , 22
864 , 55 , 52
865 , 38 , 40
866 , 0 , 27
867 , 29 , 0
868 , 0 , 0
869 , 29 , 35
870 , 130 , 44
871 , 21 , 25
872 , 50 , 0
873 , 0 , 30
874 , 18 , 83
875 , 88 , 0
876 , 37 , 56
877 , 92 , 0
878 , 62 , 16
879 , 104 , 37
880 , 13 , 46
881 , 51 , 26
882 , 68 , 112
883 , 69 , 62
884 , 36 , 57
885 , 32 , 23
886 , 15 , 23
887 , 47 , 84
888 , 22 , 107
889 , 23 , 77
890 , 66 , 127
891 , 121 , 77
892 , 92 , 0
893 , 0 , 0
894 , 23 , 50
895 , 51 , 0
896 , 32 , 53
897 , 59 , 34
898 , 160 , 0
899 , 56 , 70
900 , 0 , 0
901 , 50 , 22
902 , 13 , 10
903 , 12 , 14
904 , 23 , 7
905 , 28 , 64
906 , 46 , 13
907 , 46 , 19
908 , 76 , 0
909 , 37 , 71
910 , 88 , 53
911 , 47 , 92
912 , 49 , 38
913 , 41 , 30
914 , 72 , 16
915 , 43 , 54
916 , 33 , 0
917 , 26 , 47
918 , 83 , 0
919 , 20 , 0
920 , 15 , 69
921 , 23 , 19
922 , 26 , 52
923 , 26 , 0
924 , 0 , 15
925 , 0 , 38
926 , 0 , 16
927 , 51 , 51
928 , 46 , 60
929 , 38 , 49
930 , 23 , 31
931 , 13 , 41
932 , 0 , 0
933 , 83 , 39
934 , 78 , 60
935 , 5 , 44
936 , 74 , 38
937 , 30 , 88
938 , 17 , 29
939 , 25 , 27
940 , 0 , 185
941 , 53 , 0
942 , 29 , 10
943 , 51 , 64
944 , 24 , 29
945 , 0 , 21
946 , 34 , 59
947 , 23 , 44
948 , 0 , 0
949 , 23 , 0
950 , 47 , 91
951 , 39 , 33
952 , 23 , 38
953 , 32 , 38
954 , 69 , 16
955 , 0 , 43
956 , 38 , 16
957 , 62 , 92
958 , 82 , 31
959 , 40 , 83
960 , 92 , 73
961 , 87 , 79
962 , 57 , 52
963 , 41 , 36
964 , 90 , 33
965 , 24 , 39
966 , 78 , 52
967 , 0 , 12
968 , 0 , 45
969 , 51 , 75
970 , 86 , 45
971 , 53 , 0
972 , 99 , 39
973 , 45 , 39
974 , 0 , 18
975 , 17 , 30
976 , 53 , 116
977 , 47 , 16
978 , 70 , 40
979 , 77 , 29
980 , 30 , 0
981 , 66 , 0
982 , 19 , 27
983 , 28 , 30
984 , 0 , 48
985 , 54 , 68
986 , 40 , 111
987 , 62 , 47
988 , 38 , 35
989 , 0 , 0
990 , 22 , 22
991 , 92 , 80
992 , 36 , 0
993 , 13 , 43
994 , 43 , 32
995 , 87 , 83
996 , 0 , 46
997 , 91 , 64
998 , 79 , 68
999 , 55 , 106
1000 , 32 , 42
1001 , 20 , 20
1002 , 134 , 48
1003 , 41 , 22
1004 , 9 , 51
1005 , 0 , 61
1006 , 39 , 51
1007 , 30 , 73
1008 , 57 , 14
1009 , 99 , 43
1010 , 53 , 28
1011 , 9 , 118
1012 , 0 , 0
1013 , 89 , 0
1014 , 63 , 61
1015 , 77 , 48
1016 , 35 , 26
1017 , 27 , 15
1018 , 65 , 46
1019 , 53 , 67
1020 , 92 , 119
1021 , 93 , 0
1022 , 36 , 39
1023 , 45 , 16
1024 , 79 , 31
1025 , 118 , 0
1026 , 47 , 86
1027 , 36 , 25
1028 , 40 , 0
1029 , 21 , 0
1030 , 32 , 40
1031 , 39 , 51
1032 , 70 , 14
1033 , 69 , 53
1034 , 0 , 0
1035 , 114 , 67
1036 , 53 , 12
1037 , 60 , 62
1038 , 25 , 38
1039 , 36 , 0
1040 , 35 , 43
1041 , 56 , 33
1042 , 17 , 70
1043 , 0 , 36
1044 , 57 , 71
1045 , 80 , 57
1046 , 23 , 57
1047 , 20 , 33
1048 , 26 , 21
1049 , 21 , 94
1050 , 115 , 25
1051 , 44 , 88
1052 , 22 , 49
1053 , 67 , 0
1054 , 99 , 47
1055 , 27 , 20
1056 , 32 , 35
1057 , 22 , 44
1058 , 17 , 47
1059 , 20 , 0
1060 , 0 , 220
1061 , 131 , 44
1062 , 94 , 56
1063 , 71 , 35
1064 , 70 , 21
1065 , 27 , 31
1066 , 12 , 10
1067 , 43 , 24
1068 , 0 , 22
1069 , 55 , 89
1070 , 48 , 49
1071 , 23 , 32
1072 , 0 , 38
1073 , 52 , 11
1074 , 0 , 32
1075 , 43 , 0
1076 , 40 , 46
1077 , 53 , 0
1078 , 16 , 54
1079 , 27 , 18
1080 , 36 , 32
1081 , 26 , 43
1082 , 79 , 53
1083 , 82 , 52
1084 , 77 , 41
1085 , 0 , 55
1086 , 18 , 42
1087 , 16 , 0
1088 , 71 , 39
1089 , 69 , 0
1090 , 0 , 18
1091 , 41 , 93
1092 , 0 , 0
1093 , 29 , 44
1094 , 70 , 51
1095 , 81 , 68
1096 , 172 , 12
1097 , 66 , 0
1098 , 97 , 77
1099 , 47 , 27
1100 , 44 , 40
1101 , 83 , 74
1102 , 32 , 40
1103 , 74 , 0
1104 , 7 , 14
1105 , 54 , 17
1106 , 84 , 65
1107 , 44 , 45
1108 , 112 , 0
1109 , 70 , 25
1110 , 31 , 28
1111 , 41 , 117
1112 , 78 , 16
1113 , 25 , 40
1114 , 12 , 0
1115 , 51 , 74
1116 , 36 , 75
1117 , 44 , 45
1118 , 23 , 0
1119 , 26 , 17
1120 , 91 , 0
1121 , 68 , 76
1122 , 17 , 30
1123 , 84 , 49
1124 , 58 , 64
1125 , 46 , 15
1126 , 11 , 21
1127 , 66 , 104
1128 , 34 , 0
1129 , 95 , 79
1130 , 23 , 63
1131 , 0 , 38
1132 , 18 , 28
1133 , 0 , 31
1134 , 29 , 0
1135 , 41 , 56
1136 , 52 , 71
1137 , 39 , 90
1138 , 53 , 66
1139 , 31 , 43
1140 , 0 , 0
1141 , 62 , 0
1142 , 20 , 14
1143 , 0 , 19
1144 , 71 , 87
1145 , 0 , 20
1146 , 20 , 94
1147 , 19 , 33
1148 , 30 , 38
1149 , 0 , 47
1150 , 26 , 90
1151 , 18 , 97
1152 , 15 , 41
1153 , 110 , 26
1154 , 0 , 45
1155 , 0 , 17
1156 , 68 , 41
1157 , 16 , 53
1158 , 12 , 50
1159 , 20 , 15
1160 , 41 , 34
1161 , 56 , 10
1162 , 72 , 74
1163 , 0 , 81
1164 , 34 , 61
1165 , 0 , 58
1166 , 55 , 21
1167 , 49 , 30
1168 , 62 , 12
1169 , 62 , 101
1170 , 0 , 111
1171 , 53 , 20
1172 , 108 , 0
1173 , 95 , 0
1174 , 36 , 70
1175 , 29 , 75
1176 , 0 , 20
1177 , 97 , 163
1178 , 24 , 14
1179 , 0 , 28
1180 , 66 , 38
1181 , 50 , 86
1182 , 46 , 111
1183 , 26 , 80
1184 , 112 , 35
1185 , 17 , 18
1186 , 0 , 44
1187 , 35 , 0
1188 , 31 , 76
1189 , 25 , 17
1190 , 81 , 17
1191 , 48 , 65
1192 , 13 , 24
1193 , 24 , 0
1194 , 0 , 26
1195 , 32 , 37
1196 , 22 , 27
1197 , 62 , 0
1198 , 15 , 13
1199 , 39 , 16
1200 , 121 , 0
1201 , 98 , 0
1202 , 48 , 18
1203 , 49 , 49
1204 , 0 , 0
1205 , 50 , 87
1206 , 60 , 23
1207 , 53 , 0
1208 , 68 , 26
1209 , 43 , 41
1210 , 51 , 65
1211 , 62 , 16
1212 , 25 , 60
1213 , 37 , 49
1214 , 38 , 59
1215 , 51 , 30
1216 , 40 , 20
1217 , 123 , 24
1218 , 33 , 114
1219 , 61 , 61
1220 , 0 , 48
1221 , 39 , 0
1222 , 31 , 102
1223 , 73 , 58
1224 , 44 , 51
1225 , 3 , 72
1226 , 25 , 0
1227 , 19 , 89
1228 , 0 , 29
1229 , 134 , 168
1230 , 35 , 34
1231 , 0 , 17
1232 , 12 , 105
1233 , 43 , 9
1234 , 8 , 105
1235 , 76 , 70
1236 , 38 , 0
1237 , 29 , 0
1238 , 23 , 19
1239 , 95 , 0
1240 , 22 , 21
1241 , 0 , 49
1242 , 13 , 62
1243 , 0 , 42
1244 , 38 , 64
1245 , 32 , 0
1246 , 45 , 58
1247 , 42 , 48
1248 , 41 , 71
1249 , 49 , 47
1250 , 12 , 76
1251 , 54 , 0
1252 , 45 , 81
1253 , 17 , 63
1254 , 83 , 17
1255 , 16 , 83
1256 , 29 , 85
1257 , 45 , 37
1258 , 70 , 15
1259 , 72 , 34
1260 , 39 , 42
1261 , 111 , 123
1262 , 50 , 7
1263 , 39 , 95
1264 , 124 , 50
1265 , 60 , 36
1266 , 66 , 33
1267 , 46 , 122
1268 , 85 , 36
1269 , 62 , 51
1270 , 26 , 94
1271 , 19 , 24
1272 , 34 , 84
1273 , 90 , 0
1274 , 89 , 19
1275 , 28 , 0
1276 , 69 , 0
1277 , 39 , 127
1278 , 26 , 12
1279 , 72 , 37
1280 , 63 , 58
1281 , 28 , 0
1282 , 64 , 25
1283 , 78 , 87
1284 , 0 , 192
1285 , 89 , 24
1286 , 0 , 68
1287 , 19 , 15
1288 , 27 , 10
1289 , 40 , 25
1290 , 10 , 36
1291 , 23 , 0
1292 , 39 , 95
1293 , 0 , 0
1294 , 89 , 24
1295 , 19 , 30
1296 , 101 , 82
1297 , 34 , 0
1298 , 13 , 121
1299 , 44 , 52
1300 , 143 , 0
1301 , 17 , 18
1302 , 51 , 32
1303 , 18 , 0
1304 , 57 , 29
1305 , 52 , 25
1306 , 10 , 108
1307 , 25 , 36
1308 , 0 , 0
1309 , 61 , 0
1310 , 86 , 48
1311 , 33 , 45
1312 , 60 , 16
1313 , 0 , 56
1314 , 33 , 45
1315 , 28 , 35
1316 , 30 , 106
1317 , 50 , 96
1318 , 14 , 28
1319 , 68 , 100
1320 , 38 , 13
1321 , 89 , 50
1322 , 21 , 0
1323 , 0 , 112
1324 , 48 , 47
1325 , 0 , 0
1326 , 56 , 57
1327 , 62 , 0
1328 , 62 , 60
1329 , 0 , 0
1330 , 0 , 47
1331 , 0 , 87
1332 , 57 , 52
1333 , 0 , 20
1334 , 53 , 108
1335 , 49 , 13
1336 , 63 , 48
1337 , 39 , 40
1338 , 31 , 0
1339 , 61 , 14
1340 , 74 , 47
1341 , 51 , 0
1342 , 24 , 50
1343 , 50 , 76
1344 , 0 , 23
1345 , 67 , 63
1346 , 13 , 0
1347 , 91 , 30
1348 , 122 , 90
1349 , 65 , 18
1350 , 12 , 10
1351 , 13 , 122
1352 , 50 , 61
1353 , 0 , 30
1354 , 93 , 23
1355 , 104 , 65
1356 , 0 , 94
1357 , 120 , 0
1358 , 39 , 0
1359 , 36 , 32
